date,split_adj_close,adj_close,factor
2010-01-15,45.850000,39.804700,0.8681504907
2010-01-22,44.160000,38.337500,0.8681499094
2010-01-29,42.790000,37.148100,0.8681491003
2010-02-05,42.980000,37.313100,0.8681503025
2010-02-12,43.760000,37.990200,0.8681489945
2010-02-19,44.830000,38.919100,0.8681485612
2010-02-26,44.760000,38.858400,0.8681501340
2010-03-05,46.440000,40.316900,0.8681503015
2010-03-12,47.360000,41.115600,0.8681503378
2010-03-19,47.490000,41.273100,0.8690903348
2010-03-26,48.000000,41.716300,0.8690895833
2010-04-01,48.160000,41.855400,0.8690905316
2010-04-09,49.029999,42.611500,0.8690903706
2010-04-16,49.530000,43.046000,0.8690894407
2010-04-23,50.520000,43.906400,0.8690894695
2010-04-30,49.240000,42.791800,0.8690454915
2010-05-07,45.410000,39.465400,0.8690905087
2010-05-14,46.930000,40.786400,0.8690901342
2010-05-21,44.840000,38.970000,0.8690900981
2010-05-28,45.600000,39.630500,0.8690899123
2010-06-04,45.090000,39.189500,0.8691394988
2010-06-11,45.500000,39.543600,0.8690901099
2010-06-18,47.000000,40.924900,0.8707425532
2010-06-25,45.270000,39.418500,0.8707422134
2010-07-02,42.470000,36.980400,0.8707417000
2010-07-09,44.620000,38.852500,0.8707418198
2010-07-16,44.340000,38.608700,0.8707419937
2010-07-23,46.060001,40.106400,0.8707424909
2010-07-30,45.810000,39.888700,0.8707421960
2010-08-06,46.760000,40.715900,0.8707420873
2010-08-13,44.720000,38.939600,0.8707423971
2010-08-20,44.920000,39.113700,0.8707413179
2010-08-27,44.070000,38.373600,0.8707420014
2010-09-03,46.009998,40.062800,0.8707411754
2010-09-10,46.600000,40.576600,0.8707424893
2010-09-17,47.990000,41.888400,0.8728568452
2010-09-24,49.660000,43.341500,0.8727648006
2010-10-01,49.009998,42.774200,0.8727647722
2010-10-08,49.750000,43.420100,0.8727658291
2010-10-15,51.490000,44.938700,0.8727655856
2010-10-22,51.640000,45.069600,0.8727652982
2010-10-29,52.180000,45.540900,0.8727654274
2010-11-05,53.670000,46.841300,0.8727650456
2010-11-12,52.510000,45.828900,0.8727651876
2010-11-19,52.470000,45.794000,0.8727653897
2010-11-26,52.770000,46.055800,0.8727648285
2010-12-03,53.870000,47.015900,0.8727659180
2010-12-10,54.490000,47.561300,0.8728445586
2010-12-17,54.520000,47.677700,0.8744992663
2010-12-23,54.740000,47.871800,0.8745305079
2010-12-31,54.460000,47.625200,0.8744987147
2011-01-07,55.870000,48.858300,0.8744997315
2011-01-14,57.000000,49.846500,0.8745000000
2011-01-21,55.680000,48.692100,0.8744989224
2011-01-28,55.730000,48.735800,0.8744984748
2011-02-04,57.380000,50.174400,0.8744231440
2011-02-11,58.440000,51.105700,0.8744986311
2011-02-18,58.730000,51.359300,0.8744985527
2011-02-25,57.650000,50.414900,0.8744995663
2011-03-04,57.970000,50.692500,0.8744609281
2011-03-11,56.490000,49.400500,0.8744999115
2011-03-18,54.450000,47.683700,0.8757337006
2011-03-25,56.840000,49.776700,0.8757336383
2011-04-01,57.460000,50.319700,0.8757344239
2011-04-08,56.950000,49.873000,0.8757330992
2011-04-15,56.650000,49.610300,0.8757334510
2011-04-21,58.340000,51.090300,0.8757336304
2011-04-29,59.080002,51.738400,0.8757345675
2011-05-06,58.470000,51.204200,0.8757345647
